gender,age,time_of_day,date
0,43,19,0813
0,32,19,0813
0,25,19,0813
0,29,19,0813
0,41,19,0813
0,29,19,0813
0,31,19,0813
0,24,19,0813
0,32,19,0813
0,42,19,0813
0,28,19,0813
0,38,19,0813
0,38,19,0813
0,32,19,0813
0,58,19,0813
0,38,19,0813
0,45,19,0813
0,31,19,0813
0,29,19,0813
0,31,19,0813
0,28,19,0813
0,38,19,0813
0,38,19,0813
0,34,19,0813
0,32,19,0813
0,39,19,0813
0,29,19,0813
0,25,19,0813
0,35,19,0813
0,41,19,0813
0,30,19,0813
0,49,19,0813
0,30,19,0813
0,30,19,0813
0,47,19,0813
0,29,19,0813
0,56,19,0813
0,31,19,0813
0,27,19,0813
0,25,19,0813
0,56,19,0813
0,33,19,0813
0,37,19,0813
0,41,19,0813
0,35,19,0813
0,44,19,0813
0,27,19,0813
0,25,19,0813
0,32,19,0813
0,52,19,0813
0,32,19,0813
0,34,19,0813
0,33,19,0813
0,29,19,0813
0,27,19,0813
0,23,19,0813
0,29,19,0813
0,32,19,0813
0,38,19,0813
0,30,19,0813
0,49,19,0813
0,29,19,0813
0,40,19,0813
0,25,19,0813
0,30,19,0813
0,52,19,0813
0,56,19,0813
0,32,19,0813
0,29,19,0813
0,32,19,0813
0,24,19,0813
0,48,19,0813
0,27,19,0813
0,20,19,0813
0,44,19,0813
0,38,19,0813
0,24,19,0813
0,53,19,0813
0,34,19,0813
0,40,19,0813
0,25,19,0813
0,34,19,0813
0,28,19,0813
0,34,19,0813
0,29,20,0813
0,58,20,0813
0,22,20,0813
0,22,20,0813
0,47,20,0813
0,38,20,0813
0,37,20,0813
0,25,20,0813
0,29,20,0813
0,33,20,0813
0,38,20,0813
0,41,20,0813
0,56,20,0813
0,26,20,0813
0,47,20,0813
0,39,20,0813
0,30,20,0813
0,31,20,0813
0,36,20,0813
0,35,20,0813
0,27,20,0813
0,38,20,0813
0,47,20,0813
0,25,20,0813
0,33,20,0813
0,32,20,0813
0,25,20,0813
0,33,20,0813
0,34,20,0813
0,38,20,0813
0,43,20,0813
0,28,20,0813
0,32,20,0813
0,27,20,0813
0,47,20,0813
0,27,20,0813
0,39,20,0813
0,54,20,0813
0,34,20,0813
0,27,20,0813
0,28,20,0813
0,28,20,0813
0,38,20,0813
0,30,20,0813
0,32,20,0813
0,35,20,0813
0,38,20,0813
0,34,20,0813
0,45,20,0813
0,26,20,0813
0,44,20,0813
0,54,20,0813
0,25,20,0813
0,31,20,0813
0,26,20,0813
0,26,20,0813
0,30,20,0813
0,29,20,0813
0,38,20,0813
0,20,20,0813
0,38,20,0813
0,23,20,0813
0,27,20,0813
0,31,21,0813
0,31,21,0813
0,32,21,0813
0,31,21,0813
0,28,21,0813
0,25,21,0813
0,23,21,0813
0,29,21,0813
0,38,21,0813
0,43,21,0813
0,53,21,0813
0,33,21,0813
0,25,21,0813
0,46,21,0813
0,27,21,0813
0,31,21,0813
0,26,21,0813
0,32,21,0813
0,27,21,0813
0,37,21,0813
0,29,21,0813
0,28,21,0813
0,45,21,0813
0,33,21,0813
0,28,21,0813
0,28,21,0813
0,28,21,0813
0,27,21,0813
0,26,21,0813
0,30,21,0813
0,32,21,0813
0,26,21,0813
0,36,21,0813
0,30,21,0813
0,28,21,0813
0,48,21,0813
0,35,21,0813
0,24,21,0813
0,40,21,0813
0,25,21,0813
0,29,21,0813
0,30,21,0813
0,29,21,0813
0,24,21,0813
0,34,21,0813
0,29,21,0813
0,42,21,0813
0,26,21,0813
0,34,22,0813
0,26,22,0813
0,29,22,0813
0,25,22,0813
0,27,22,0813
0,26,22,0813
0,29,22,0813
0,26,22,0813
0,27,22,0813
0,29,22,0813
0,29,22,0813
0,33,22,0813
0,33,22,0813
0,28,22,0813
0,38,22,0813
0,33,22,0813
0,22,22,0813
0,32,22,0813
0,30,22,0813
0,32,22,0813
0,61,22,0813
0,28,22,0813
0,40,22,0813
0,59,22,0813
0,27,22,0813
0,25,22,0813
0,27,22,0813
0,35,22,0813
0,29,22,0813
0,56,22,0813
0,43,22,0813
0,27,22,0813
0,21,22,0813
0,27,22,0813
0,33,22,0813
0,24,22,0813
0,27,22,0813
0,31,22,0813
0,27,22,0813
0,29,22,0813
0,31,22,0813
0,29,22,0813
0,24,22,0813
0,34,23,0813
0,29,23,0813
0,27,23,0813
0,29,23,0813
0,25,23,0813
0,48,23,0813
0,25,23,0813
0,29,23,0813
0,29,23,0813
0,30,23,0813
0,31,23,0813
0,30,23,0813
0,29,23,0813
0,22,23,0813
0,38,23,0813
0,47,23,0813
0,29,23,0813
0,25,23,0813
0,29,23,0813
0,25,23,0813
0,29,23,0813
0,27,23,0813
0,29,23,0813
0,30,0,0814
0,29,0,0814
0,29,0,0814
0,31,0,0814
0,27,0,0814
0,24,0,0814
0,27,0,0814
0,40,1,0814
0,40,1,0814
0,31,2,0814
0,34,2,0814
0,51,3,0814
0,58,4,0814
0,46,4,0814
0,33,5,0814
0,32,5,0814
0,31,5,0814
0,60,5,0814
0,46,5,0814
0,31,5,0814
0,37,5,0814
0,29,5,0814
0,56,5,0814
0,34,5,0814
0,61,5,0814
0,51,5,0814
0,59,6,0814
0,27,6,0814
0,51,6,0814
0,34,6,0814
0,36,6,0814
0,48,6,0814
0,32,6,0814
0,26,6,0814
0,38,6,0814
0,51,6,0814
0,36,6,0814
0,45,6,0814
0,30,6,0814
0,48,6,0814
0,54,6,0814
0,37,6,0814
0,32,6,0814
0,29,6,0814
0,57,6,0814
0,48,6,0814
0,48,6,0814
0,37,6,0814
0,55,6,0814
0,53,6,0814
0,27,6,0814
0,54,6,0814
0,44,6,0814
0,62,6,0814
0,39,6,0814
0,27,6,0814
0,32,6,0814
0,52,6,0814
0,43,6,0814
0,43,6,0814
0,26,6,0814
0,34,6,0814
0,41,6,0814
0,31,6,0814
0,47,6,0814
0,30,6,0814
0,31,6,0814
0,31,6,0814
0,39,6,0814
0,30,6,0814
0,35,6,0814
0,29,6,0814
0,57,6,0814
0,26,6,0814
0,34,6,0814
0,33,7,0814
0,32,7,0814
0,48,7,0814
0,32,7,0814
0,40,7,0814
0,39,7,0814
0,28,7,0814
0,29,7,0814
0,43,7,0814
0,28,7,0814
0,37,7,0814
0,58,7,0814
0,35,7,0814
0,33,7,0814
0,32,7,0814
0,41,7,0814
0,33,7,0814
0,30,7,0814
0,36,7,0814
0,29,7,0814
0,24,7,0814
0,31,7,0814
0,33,7,0814
0,33,7,0814
0,34,7,0814
0,32,7,0814
0,33,7,0814
0,30,7,0814
0,29,7,0814
0,27,7,0814
0,30,7,0814
0,36,7,0814
0,26,7,0814
0,41,7,0814
0,37,7,0814
0,38,7,0814
0,31,7,0814
0,60,7,0814
0,38,7,0814
0,27,7,0814
0,47,7,0814
0,40,7,0814
0,62,7,0814
0,40,7,0814
0,45,7,0814
0,31,7,0814
0,33,7,0814
0,53,7,0814
0,53,7,0814
0,41,7,0814
0,33,7,0814
0,52,7,0814
0,56,7,0814
0,51,7,0814
0,58,7,0814
0,27,7,0814
0,33,7,0814
0,23,7,0814
0,45,7,0814
0,47,7,0814
0,27,7,0814
0,55,7,0814
0,25,7,0814
0,29,7,0814
0,30,7,0814
0,29,7,0814
0,26,7,0814
0,39,7,0814
0,49,7,0814
0,46,7,0814
0,40,7,0814
0,53,7,0814
0,32,7,0814
0,59,7,0814
0,51,7,0814
0,31,7,0814
0,51,7,0814
0,37,7,0814
0,43,7,0814
0,45,7,0814
0,31,7,0814
0,27,7,0814
0,36,7,0814
0,31,7,0814
0,26,7,0814
0,29,7,0814
0,30,7,0814
0,31,7,0814
0,28,7,0814
0,64,7,0814
0,37,7,0814
0,46,7,0814
0,25,7,0814
0,35,7,0814
0,44,7,0814
0,53,7,0814
0,42,7,0814
0,36,7,0814
0,61,7,0814
0,40,7,0814
0,33,7,0814
0,28,7,0814
0,52,7,0814
0,45,7,0814
0,25,7,0814
0,47,7,0814
0,39,7,0814
0,34,7,0814
0,26,7,0814
0,29,7,0814
0,30,7,0814
0,27,7,0814
0,36,7,0814
0,50,7,0814
0,56,7,0814
0,28,7,0814
0,40,7,0814
0,39,7,0814
0,26,7,0814
0,46,7,0814
0,35,7,0814
0,34,7,0814
0,43,7,0814
0,36,7,0814
0,38,7,0814
0,67,7,0814
0,26,7,0814
0,52,7,0814
0,29,7,0814
0,37,7,0814
0,32,7,0814
0,30,7,0814
0,43,7,0814
0,26,7,0814
0,27,7,0814
0,37,7,0814
0,64,7,0814
0,52,7,0814
0,53,7,0814
0,37,7,0814
0,28,7,0814
0,29,7,0814
0,23,7,0814
0,61,7,0814
0,33,7,0814
0,32,7,0814
0,32,7,0814
0,28,7,0814
0,46,7,0814
0,29,7,0814
0,22,7,0814
0,33,7,0814
0,23,7,0814
0,30,7,0814
0,41,7,0814
0,29,7,0814
0,45,7,0814
0,43,7,0814
0,36,7,0814
0,22,7,0814
0,46,7,0814
0,48,7,0814
0,28,7,0814
0,58,7,0814
0,46,7,0814
0,29,7,0814
0,28,7,0814
0,39,7,0814
0,49,7,0814
0,35,7,0814
0,31,7,0814
0,29,7,0814
0,34,7,0814
0,41,7,0814
0,32,8,0814
0,34,8,0814
0,58,8,0814
0,38,8,0814
0,25,8,0814
0,27,8,0814
0,59,8,0814
0,22,7,0814
0,24,8,0814
0,31,8,0814
0,53,8,0814
0,29,8,0814
0,35,8,0814
0,27,8,0814
0,44,8,0814
0,51,8,0814
0,30,8,0814
0,67,8,0814
0,46,8,0814
0,26,8,0814
0,64,8,0814
0,40,8,0814
0,30,8,0814
0,29,8,0814
0,36,8,0814
0,30,8,0814
0,28,8,0814
0,31,8,0814
0,45,8,0814
0,39,8,0814
0,27,8,0814
0,49,8,0814
0,56,8,0814
0,29,8,0814
0,36,8,0814
0,28,8,0814
0,47,8,0814
0,50,8,0814
0,33,8,0814
0,43,8,0814
0,41,8,0814
0,26,8,0814
0,45,8,0814
0,30,8,0814
0,39,8,0814
0,32,8,0814
0,31,8,0814
0,39,8,0814
0,50,8,0814
0,62,8,0814
0,35,8,0814
0,33,8,0814
0,28,8,0814
0,28,8,0814
0,74,8,0814
0,25,8,0814
0,31,8,0814
0,36,8,0814
0,29,8,0814
0,37,8,0814
0,42,8,0814
0,28,8,0814
0,43,8,0814
0,60,8,0814
0,36,8,0814
0,25,8,0814
0,29,8,0814
0,45,8,0814
0,25,8,0814
0,32,8,0814
0,28,8,0814
0,40,8,0814
0,25,8,0814
0,35,8,0814
0,30,8,0814
0,51,8,0814
0,29,8,0814
0,26,8,0814
0,64,8,0814
0,45,8,0814
0,26,8,0814
0,45,8,0814
0,33,8,0814
0,30,8,0814
0,33,8,0814
0,36,8,0814
0,60,8,0814
0,52,8,0814
0,40,8,0814
0,39,8,0814
0,26,8,0814
0,23,8,0814
0,26,8,0814
0,58,8,0814
0,33,8,0814
0,35,8,0814
0,33,8,0814
0,27,8,0814
0,38,8,0814
0,36,8,0814
0,32,8,0814
0,55,8,0814
0,35,8,0814
0,59,8,0814
0,25,8,0814
0,31,8,0814
0,30,8,0814
0,31,8,0814
0,36,8,0814
0,59,8,0814
0,28,8,0814
0,38,8,0814
0,37,8,0814
0,43,8,0814
0,26,8,0814
0,28,8,0814
0,46,8,0814
0,38,8,0814
0,38,8,0814
0,35,8,0814
0,30,8,0814
0,29,8,0814
0,39,8,0814
0,34,8,0814
0,44,8,0814
0,31,8,0814
0,41,8,0814
0,33,8,0814
0,39,8,0814
0,36,8,0814
0,34,8,0814
0,40,8,0814
0,35,8,0814
0,37,8,0814
0,25,8,0814
0,29,8,0814
0,33,8,0814
0,37,8,0814
0,27,8,0814
0,47,8,0814
0,29,8,0814
0,37,8,0814
0,41,8,0814
0,34,8,0814
0,34,8,0814
0,34,8,0814
0,56,8,0814
0,32,8,0814
0,49,8,0814
0,29,8,0814
0,37,8,0814
0,28,8,0814
0,23,8,0814
0,28,8,0814
0,43,8,0814
0,30,8,0814
0,35,8,0814
0,39,8,0814
0,47,8,0814
0,42,8,0814
0,27,8,0814
0,54,8,0814
0,47,8,0814
0,27,8,0814
0,51,8,0814
0,38,8,0814
0,61,8,0814
0,44,8,0814
0,29,8,0814
0,44,8,0814
0,23,8,0814
0,33,8,0814
0,46,8,0814
0,25,8,0814
0,35,8,0814
0,24,8,0814
0,45,8,0814
0,35,8,0814
0,44,8,0814
0,28,8,0814
0,43,8,0814
0,44,8,0814
0,28,8,0814
0,34,8,0814
0,40,8,0814
0,23,8,0814
0,43,8,0814
0,65,8,0814
0,32,8,0814
0,49,8,0814
0,28,8,0814
0,24,8,0814
0,32,8,0814
0,31,8,0814
0,29,8,0814
0,39,8,0814
0,35,8,0814
0,46,8,0814
0,28,8,0814
0,29,8,0814
0,55,8,0814
0,23,8,0814
0,45,8,0814
0,35,8,0814
0,52,8,0814
0,31,8,0814
0,44,8,0814
0,32,8,0814
0,45,8,0814
0,48,8,0814
0,62,8,0814
0,30,8,0814
0,35,8,0814
0,37,8,0814
0,40,8,0814
0,27,8,0814
0,55,8,0814
0,37,9,0814
0,27,9,0814
0,57,9,0814
0,30,9,0814
0,47,9,0814
0,34,9,0814
0,27,9,0814
0,30,9,0814
0,32,9,0814
0,37,9,0814
0,53,9,0814
0,35,9,0814
0,42,9,0814
0,30,9,0814
0,56,9,0814
0,37,9,0814
0,34,9,0814
0,40,9,0814
0,33,9,0814
0,28,9,0814
0,26,9,0814
0,40,9,0814
0,33,9,0814
0,30,9,0814
0,31,9,0814
0,36,9,0814
0,31,9,0814
0,18,9,0814
0,37,9,0814
0,44,9,0814
0,24,9,0814
0,50,9,0814
0,53,9,0814
0,28,9,0814
0,51,9,0814
0,22,9,0814
0,30,9,0814
0,26,9,0814
0,43,9,0814
0,27,9,0814
0,32,9,0814
0,41,9,0814
0,36,9,0814
0,41,9,0814
0,29,9,0814
0,36,9,0814
0,30,9,0814
0,39,9,0814
0,34,9,0814
0,25,9,0814
0,75,9,0814
0,30,9,0814
0,28,9,0814
0,42,9,0814
0,29,9,0814
0,46,9,0814
0,26,9,0814
0,31,9,0814
0,40,9,0814
0,25,9,0814
0,31,9,0814
0,48,9,0814
0,27,9,0814
0,24,9,0814
0,34,9,0814
0,32,9,0814
0,39,9,0814
0,25,9,0814
0,41,9,0814
0,46,9,0814
0,25,9,0814
0,28,9,0814
0,43,9,0814
0,41,9,0814
0,36,9,0814
0,37,9,0814
0,32,10,0814
0,42,10,0814
0,24,10,0814
0,38,10,0814
0,50,10,0814
0,32,10,0814
0,31,10,0814
0,31,10,0814
0,42,10,0814
0,31,10,0814
0,42,10,0814
0,31,10,0814
0,29,10,0814
0,36,10,0814
0,44,10,0814
0,26,10,0814
0,27,10,0814
0,36,10,0814
0,27,10,0814
0,30,10,0814
0,59,10,0814
0,31,10,0814
0,51,10,0814
0,39,10,0814
0,44,10,0814
0,53,10,0814
0,28,10,0814
0,33,10,0814
0,27,10,0814
0,75,10,0814
0,45,11,0814
0,24,11,0814
0,28,11,0814
0,52,11,0814
0,27,11,0814
0,41,11,0814
0,44,11,0814
0,59,11,0814
0,41,11,0814
0,32,11,0814
0,44,11,0814
0,25,11,0814
0,27,11,0814
0,37,11,0814
0,60,11,0814
0,34,11,0814
0,39,11,0814
0,32,11,0814
0,31,11,0814
0,75,11,0814
0,33,11,0814
0,48,11,0814
0,43,11,0814
0,39,11,0814
0,62,11,0814
0,41,11,0814
0,45,11,0814
0,27,11,0814
0,49,11,0814
0,48,11,0814
0,51,11,0814
0,30,11,0814
0,53,11,0814
0,25,11,0814
0,40,11,0814
0,46,11,0814
0,37,11,0814
0,50,11,0814
0,29,11,0814
0,31,11,0814
0,28,11,0814
0,37,11,0814
0,36,11,0814
0,39,11,0814
0,31,11,0814
0,60,11,0814
0,51,11,0814
0,27,11,0814
0,44,11,0814
0,47,11,0814
0,47,11,0814
0,43,11,0814
0,33,11,0814
0,51,11,0814
0,47,11,0814
0,33,11,0814
0,31,11,0814
0,51,11,0814
0,40,11,0814
0,29,11,0814
0,43,11,0814
0,27,11,0814
0,29,11,0814
0,41,11,0814
0,27,11,0814
0,35,11,0814
0,39,11,0814
0,28,11,0814
0,43,11,0814
0,44,12,0814
0,27,12,0814
0,35,12,0814
0,26,12,0814
0,48,12,0814
0,47,12,0814
0,27,12,0814
0,64,12,0814
0,39,12,0814
0,55,12,0814
0,36,12,0814
0,25,12,0814
0,40,12,0814
0,26,12,0814
0,41,12,0814
0,35,12,0814
0,37,12,0814
0,52,12,0814
0,47,12,0814
0,42,12,0814
0,31,12,0814
0,44,12,0814
0,43,12,0814
0,61,12,0814
0,24,12,0814
0,31,12,0814
0,37,12,0814
0,46,12,0814
0,26,12,0814
0,30,12,0814
0,31,12,0814
0,39,12,0814
0,31,12,0814
0,34,12,0814
0,40,12,0814
0,27,12,0814
0,36,12,0814
0,51,12,0814
0,37,12,0814
0,59,12,0814
0,35,12,0814
0,34,12,0814
0,32,12,0814
0,48,12,0814
0,46,12,0814
0,31,12,0814
0,44,12,0814
0,32,12,0814
0,50,12,0814
0,40,12,0814
0,42,12,0814
0,40,12,0814
0,31,12,0814
0,47,12,0814
0,47,12,0814
0,29,12,0814
0,26,12,0814
0,46,12,0814
0,31,12,0814
0,31,12,0814
0,29,12,0814
0,42,12,0814
0,47,12,0814
0,38,12,0814
0,29,12,0814
0,27,12,0814
0,62,12,0814
0,31,12,0814
0,41,12,0814
0,46,12,0814
0,23,12,0814
0,60,12,0814
0,39,12,0814
0,45,12,0814
0,26,12,0814
0,48,12,0814
0,27,12,0814
0,62,12,0814
0,31,12,0814
0,48,12,0814
0,40,12,0814
0,25,12,0814
0,41,12,0814
0,36,12,0814
0,53,12,0814
0,23,12,0814
0,47,12,0814
0,22,12,0814
0,47,12,0814
0,31,12,0814
0,34,13,0814
0,72,13,0814
0,61,13,0814
0,59,13,0814
0,58,12,0814
0,57,12,0814
0,22,13,0814
0,58,13,0814
0,30,13,0814
0,27,13,0814
0,41,13,0814
0,44,13,0814
0,46,13,0814
0,40,13,0814
0,33,13,0814
0,28,13,0814
0,30,13,0814
0,35,13,0814
0,37,13,0814
0,31,13,0814
0,34,13,0814
0,55,13,0814
0,28,13,0814
0,34,13,0814
0,23,13,0814
0,37,13,0814
0,28,13,0814
0,33,13,0814
0,29,13,0814
0,49,13,0814
0,58,13,0814
0,61,13,0814
0,43,13,0814
0,51,13,0814
0,30,13,0814
0,28,13,0814
0,47,13,0814
0,28,13,0814
0,26,13,0814
0,36,13,0814
0,48,13,0814
0,37,13,0814
0,31,13,0814
0,43,13,0814
0,39,13,0814
0,61,13,0814
0,57,13,0814
0,49,13,0814
0,28,13,0814
0,40,13,0814
0,49,13,0814
0,42,13,0814
0,34,13,0814
0,38,13,0814
0,31,13,0814
0,59,13,0814
0,62,13,0814
0,29,13,0814
0,23,13,0814
0,67,13,0814
0,26,13,0814
0,29,13,0814
0,44,13,0814
0,34,13,0814
0,46,13,0814
0,54,13,0814
0,58,13,0814
0,22,13,0814
0,42,13,0814
0,46,13,0814
0,64,13,0814
0,29,13,0814
0,30,13,0814
0,49,13,0814
0,57,14,0814
0,60,14,0814
0,33,14,0814
0,75,14,0814
0,46,14,0814
0,37,14,0814
0,54,14,0814
0,59,14,0814
0,46,14,0814
0,68,14,0814
0,35,14,0814
0,64,14,0814
0,40,14,0814
0,39,14,0814
0,39,14,0814
0,35,14,0814
0,34,14,0814
0,22,14,0814
0,40,14,0814
0,34,14,0814
0,35,14,0814
0,44,14,0814
0,27,14,0814
0,34,14,0814
0,24,14,0814
0,34,14,0814
0,35,14,0814
0,40,14,0814
0,40,14,0814
0,27,14,0814
0,51,14,0814
0,40,14,0814
0,36,14,0814
0,64,14,0814
0,50,14,0814
0,46,14,0814
0,28,14,0814
0,37,14,0814
0,35,14,0814
0,43,14,0814
0,75,14,0814
0,22,14,0814
0,37,14,0814
0,25,14,0814
0,26,14,0814
0,67,14,0814
0,33,14,0814
0,29,14,0814
0,29,14,0814
0,37,14,0814
0,35,14,0814
0,49,14,0814
0,45,14,0814
0,52,14,0814
0,29,14,0814
0,49,14,0814
0,31,14,0814
0,27,14,0814
0,36,14,0814
0,25,14,0814
0,51,14,0814
0,33,14,0814
0,48,14,0814
0,25,15,0814
0,31,15,0814
0,56,15,0814
0,51,15,0814
0,36,15,0814
0,47,15,0814
0,31,15,0814
0,43,15,0814
0,43,15,0814
0,41,15,0814
0,47,15,0814
0,58,15,0814
0,33,15,0814
0,35,15,0814
0,33,15,0814
0,37,15,0814
0,26,15,0814
0,40,15,0814
0,64,15,0814
0,51,15,0814
0,42,15,0814
0,27,15,0814
0,36,15,0814
0,28,15,0814
0,38,15,0814
0,43,15,0814
0,55,15,0814
0,34,15,0814
0,44,15,0814
0,32,15,0814
0,30,15,0814
0,32,15,0814
0,51,15,0814
0,56,15,0814
0,28,15,0814
0,44,15,0814
0,49,15,0814
0,35,15,0814
0,46,15,0814
0,55,15,0814
0,29,15,0814
0,46,15,0814
0,33,15,0814
0,40,15,0814
0,28,15,0814
0,40,15,0814
0,46,15,0814
0,31,15,0814
0,51,15,0814
0,64,15,0814
0,58,15,0814
0,51,15,0814
0,27,15,0814
0,42,15,0814
0,50,15,0814
0,35,15,0814
0,42,15,0814
0,44,15,0814
0,28,15,0814
0,35,15,0814
0,42,15,0814
0,26,15,0814
0,35,15,0814
0,51,15,0814
0,28,15,0814
0,45,15,0814
0,32,15,0814
0,29,15,0814
0,40,15,0814
0,39,15,0814
0,30,15,0814
0,32,15,0814
0,29,15,0814
0,47,16,0814
0,29,16,0814
0,40,16,0814
0,28,16,0814
0,23,16,0814
0,67,15,0814
0,37,16,0814
0,29,16,0814
0,31,16,0814
0,51,16,0814
0,41,16,0814
0,31,16,0814
0,51,16,0814
0,42,16,0814
0,50,16,0814
0,31,16,0814
0,26,16,0814
0,59,16,0814
0,40,16,0814
0,53,16,0814
0,47,16,0814
0,43,16,0814
0,43,16,0814
0,33,16,0814
0,56,16,0814
0,38,16,0814
0,37,16,0814
0,50,16,0814
0,36,16,0814
0,53,16,0814
0,48,16,0814
0,37,16,0814
0,48,16,0814
0,49,16,0814
0,47,16,0814
0,37,16,0814
0,40,16,0814
0,40,16,0814
0,35,16,0814
0,59,16,0814
0,39,16,0814
0,42,16,0814
0,61,16,0814
0,33,16,0814
0,28,16,0814
0,29,16,0814
0,40,16,0814
0,36,16,0814
0,29,16,0814
0,45,16,0814
0,28,16,0814
0,48,16,0814
0,36,16,0814
0,52,16,0814
0,27,16,0814
0,27,16,0814
0,47,16,0814
0,29,16,0814
0,27,16,0814
0,33,16,0814
0,38,16,0814
0,36,16,0814
0,49,16,0814
0,40,16,0814
0,45,16,0814
0,39,16,0814
0,22,16,0814
0,56,16,0814
0,47,16,0814
0,28,16,0814
0,35,16,0814
0,41,16,0814
0,23,16,0814
0,60,16,0814
0,36,16,0814
0,31,16,0814
0,59,16,0814
0,54,16,0814
0,28,16,0814
0,39,16,0814
0,32,16,0814
0,26,16,0814
0,34,16,0814
0,41,16,0814
0,62,16,0814
0,33,16,0814
0,36,16,0814
0,59,16,0814
0,28,16,0814
0,44,16,0814
0,45,16,0814
0,39,16,0814
0,27,16,0814
0,29,16,0814
0,45,16,0814
0,59,16,0814
0,34,16,0814
0,42,16,0814
0,34,16,0814
0,29,16,0814
0,22,16,0814
0,43,16,0814
0,34,16,0814
0,31,16,0814
0,29,16,0814
0,28,16,0814
0,31,16,0814
0,40,16,0814
0,29,16,0814
0,28,16,0814
0,29,16,0814
0,39,16,0814
0,59,16,0814
0,58,16,0814
0,44,16,0814
0,59,16,0814
0,30,16,0814
0,55,16,0814
0,46,16,0814
0,50,16,0814
0,39,16,0814
0,46,16,0814
0,25,16,0814
0,26,16,0814
0,60,16,0814
0,53,16,0814
0,30,16,0814
0,25,16,0814
0,53,16,0814
0,27,16,0814
0,56,16,0814
0,28,16,0814
0,39,16,0814
0,35,16,0814
0,28,16,0814
0,61,16,0814
0,36,16,0814
0,34,16,0814
0,47,16,0814
0,25,17,0814
0,30,17,0814
0,40,17,0814
0,35,17,0814
0,47,17,0814
0,37,17,0814
0,40,17,0814
0,20,17,0814
0,29,16,0814
0,38,16,0814
0,36,17,0814
0,53,17,0814
0,39,17,0814
0,40,17,0814
0,44,17,0814
0,43,17,0814
0,31,17,0814
0,30,17,0814
0,52,17,0814
0,31,17,0814
0,32,17,0814
0,53,17,0814
0,47,17,0814
0,30,17,0814
0,67,17,0814
0,42,17,0814
0,59,17,0814
0,51,17,0814
0,31,17,0814
0,46,17,0814
0,37,17,0814
0,44,17,0814
0,51,17,0814
0,29,17,0814
0,52,17,0814
0,32,17,0814
0,43,17,0814
0,41,17,0814
0,25,17,0814
0,25,17,0814
0,49,17,0814
0,38,17,0814
0,26,17,0814
0,27,17,0814
0,49,17,0814
0,47,17,0814
0,28,17,0814
0,28,17,0814
0,43,17,0814
0,35,17,0814
0,26,17,0814
0,50,17,0814
0,30,17,0814
0,52,17,0814
0,39,17,0814
0,30,17,0814
0,38,17,0814
0,28,17,0814
0,52,17,0814
0,31,17,0814
0,32,17,0814
0,47,17,0814
0,33,17,0814
0,42,17,0814
0,22,17,0814
0,30,17,0814
0,46,17,0814
0,34,17,0814
0,28,17,0814
0,33,17,0814
0,26,17,0814
0,28,17,0814
0,29,17,0814
0,45,17,0814
0,60,17,0814
0,27,17,0814
0,27,17,0814
0,49,17,0814
0,50,17,0814
0,33,17,0814
0,31,17,0814
0,35,17,0814
0,47,17,0814
0,23,17,0814
0,24,17,0814
0,29,17,0814
0,51,17,0814
0,30,17,0814
0,33,17,0814
0,46,17,0814
0,31,17,0814
0,26,17,0814
0,35,17,0814
0,41,17,0814
0,60,17,0814
0,33,17,0814
0,26,17,0814
0,28,17,0814
0,37,17,0814
0,24,17,0814
0,44,17,0814
0,34,17,0814
0,29,17,0814
0,40,17,0814
0,36,17,0814
0,43,17,0814
0,24,17,0814
0,38,17,0814
0,31,17,0814
0,46,17,0814
0,31,17,0814
0,31,17,0814
0,33,17,0814
0,29,17,0814
0,37,17,0814
0,29,17,0814
0,31,17,0814
0,35,17,0814
0,45,17,0814
0,33,17,0814
0,64,17,0814
0,34,17,0814
0,32,17,0814
0,41,17,0814
0,34,17,0814
0,30,17,0814
0,41,17,0814
0,37,17,0814
0,42,17,0814
0,33,17,0814
0,41,17,0814
0,65,17,0814
0,35,17,0814
0,33,17,0814
0,49,17,0814
0,28,17,0814
0,38,17,0814
0,37,17,0814
0,40,17,0814
0,28,17,0814
0,28,17,0814
0,27,17,0814
0,32,17,0814
0,24,17,0814
0,30,17,0814
0,37,17,0814
0,35,17,0814
0,31,17,0814
0,31,17,0814
0,30,17,0814
0,45,17,0814
0,28,17,0814
0,56,17,0814
0,30,17,0814
0,47,17,0814
0,37,17,0814
0,40,17,0814
0,39,17,0814
0,30,17,0814
0,58,17,0814
0,36,17,0814
0,44,17,0814
0,32,17,0814
0,26,17,0814
0,47,17,0814
0,40,17,0814
0,33,17,0814
0,30,17,0814
0,38,17,0814
0,28,17,0814
0,22,17,0814
0,28,17,0814
0,35,17,0814
0,42,17,0814
0,50,17,0814
0,50,17,0814
0,34,17,0814
0,30,17,0814
0,31,17,0814
0,38,17,0814
0,29,17,0814
0,25,17,0814
0,31,17,0814
0,43,17,0814
0,43,17,0814
0,53,17,0814
0,54,17,0814
0,39,17,0814
0,31,17,0814
0,58,17,0814
0,43,17,0814
0,25,17,0814
0,47,17,0814
0,29,17,0814
0,34,17,0814
0,32,17,0814
0,30,17,0814
0,45,17,0814
0,32,17,0814
0,25,17,0814
0,28,17,0814
0,52,17,0814
0,36,17,0814
0,47,17,0814
0,49,17,0814
0,36,17,0814
0,48,17,0814
0,30,17,0814
0,28,17,0814
0,50,17,0814
0,41,17,0814
0,28,17,0814
0,40,17,0814
